"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-23",0.142857142857143,0,0,0,0.142857142857143,0,0
2,"2020-03-24",0.142857142857143,0,0,0,0.142857142857143,0,0
3,"2020-03-25",0.142857142857143,0,0,0,0.142857142857143,0,0
4,"2020-03-26",0.105263157894737,0,0,0,0.105263157894737,0,0
5,"2020-03-27",0.105263157894737,0,0,0,0.105263157894737,0,0
6,"2020-03-28",0.105263157894737,0,0,0,0.105263157894737,0,0
7,"2020-03-29",0.105263157894737,0,0,0,0.105263157894737,0,0
8,"2020-03-30",0.105263157894737,0,0,0,0.105263157894737,0,0
9,"2020-03-31",0.0752941176470588,0,0,0,0.0752941176470588,0,0
10,"2020-04-01",0.0752941176470588,0,0,0,0.0752941176470588,0,0
11,"2020-04-02",0.0752941176470588,0,0,0,0.0752941176470588,0,0
12,"2020-04-03",0.0752941176470588,0,0,0,0.0752941176470588,0,0
13,"2020-04-04",0.0752941176470588,0,0,0,0.0752941176470588,0,0
14,"2020-04-05",0.0752941176470588,0,0,0,0.0752941176470588,0,0
15,"2020-04-06",0.0752941176470588,0,0,0,0.0752941176470588,0,0
16,"2020-04-07",0.0752941176470588,0,0,0,0.0973275099513501,0,0
17,"2020-04-08",0.08,0,0,0,0.0963082446600943,0,0
18,"2020-04-09",0.08,0,0,0,0.0954022310678662,0,0
19,"2020-04-10",0.08,0,0,0,0.0945915873274529,0,0
20,"2020-04-11",0.0114669829972321,0,0,0,0.0904353571109417,0,0
21,"2020-04-12",0.00441501103752759,0,0,0,0.0863391501550642,0,0
22,"2020-04-13",0.00441501103752759,0,0,0,0.0826153256497217,0,0
23,"2020-04-14",0.00441501103752759,0,0,0,0.0792153119709306,0,0
24,"2020-04-15",0.00441501103752759,0,0,0,0.0760986327653722,0,0
25,"2020-04-16",0.00846153846153846,0,0,0,0.0733931489932188,0,0
26,"2020-04-17",0.010228166797797,0,0,0,0.0709623499510327,0,0
27,"2020-04-18",0.00752508361204013,0,0,0,0.0685921133895967,0,0
28,"2020-04-19",0.00752508361204013,0,0,0,0.0663939312763421,0,0
29,"2020-04-20",0.0098458904109589,0,0,0,0.0646314041360785,0,0
30,"2020-04-21",0.0098458904109589,0,0,0,0.0628055707734662,0,0
31,"2020-04-22",0.0098458904109589,0,0,0,0.0610229589728899,0,0
32,"2020-04-23",0.0122914837576822,0,0,0,0.0597378692535655,0,0
33,"2020-04-24",0.0122914837576822,0,0,0,0.0579963554202008,0,0
34,"2020-04-25",0.0122914837576822,0,0,0,0.0567314900710445,0,0
35,"2020-04-26",0.0122914837576822,0,0,0,0.0555838823156132,0,0
36,"2020-04-27",0.0122914837576822,0,0,0,0.054166349215183,0,0
37,"2020-04-28",0.0158878504672897,0,0,0,0.0531202911477062,0,0
38,"2020-04-29",0.0158878504672897,0,0,0,0.0521809412184178,0,0
39,"2020-04-30",0.0158878504672897,0,0,0,0.0512504025711669,0,0
40,"2020-05-01",0.0191570881226054,0,0,0,0.0504495719050729,0,0
41,"2020-05-02",0.0191570881226054,0,0,0,0.0496863273902269,0,0
42,"2020-05-03",0.0191570881226054,0,0,0,0.0489605530336195,0,0
43,"2020-05-04",0.0191570881226054,0,0,0,0.0482721506776837,0,0
44,"2020-05-05",0.0191570881226054,0,0,0,0.0476194131049011,0,0
45,"2020-05-06",0.0204897551224388,0,0,0,0.0470009091562167,0,0
46,"2020-05-07",0.029645697758496,0,0,0,0.0466247323690025,0,0
47,"2020-05-08",0.0848861283643892,0,0,0,0.0474377183318391,0,0
48,"2020-05-09",0.0848861283643892,0,0,0,0.0482178936869337,0,0
49,"2020-05-10",0.0848861283643892,0,0,0,0.0489662248263393,0,0
50,"2020-05-11",0.0848861283643892,0,0,0,0.049684623434484,0,0
51,"2020-05-12",0.0963455149501661,0,0,0,0.0505995427340591,0,0
52,"2020-05-13",0.0965250965250965,0,0,0,0.0514827274091004,0,0
53,"2020-05-14",0.110047846889952,0,0,0,0.0525877298108384,0,0
54,"2020-05-15",0.110047846889952,0,0,0,0.053651806318457,0,0
55,"2020-05-16",0.109090909090909,0,0,0,0.0546597898937352,0,0
56,"2020-05-17",0.109090909090909,0,0,0,0.0556317767720242,0,0
57,"2020-05-18",0.109090909090909,0,0,0,0.0565696560920683,0,0
58,"2020-05-19",0.105691056910569,0,0,0,0.0574165759005825,0,0
59,"2020-05-20",0.105691056910569,0,0,0,0.058234787501121,0,0
60,"2020-05-21",0.105691056910569,0,0,0,0.0590257342890909,0,0
61,"2020-05-22",0.105691056910569,0,0,0,0.0597907355096977,0,0
62,"2020-05-23",0.105691056910569,0,0,0,0.060531080974476,0,0
63,"2020-05-24",0.114754098360656,0,0,0,0.114801252427199,0,0
64,"2020-05-25",0.114754098360656,0,0,0,0.110839059949708,0,0
65,"2020-05-26",0.114754098360656,0,0,0,0.114779794520369,0,0
66,"2020-05-27",0.0769230769230769,0,0,0,0.108769222962918,0,0
67,"2020-05-28",0.0769230769230769,0,0,0,0.105027474694436,0,0
68,"2020-05-29",0.0769230769230769,0,0,0,0.104427760138805,0,0
69,"2020-05-30",0.0769230769230769,0,0,0,0.103622121033184,0,0
70,"2020-05-31",0.0769230769230769,0,0,0,0.10283538601882,0,0
71,"2020-06-01",0,0,0,0,0.0963050913835436,0,0
72,"2020-06-02",0,0,0,0,0.0905796716730233,0,0
73,"2020-06-03",0,0,0,0,0.0615264667661357,0,0
74,"2020-06-04",0,0,0,0,0.0605495957957196,0,0
75,"2020-06-05",0,0,0,0,0.0596869032186244,0,0
76,"2020-06-06",0.06,0.02,0,0.02,0.0598952185894098,0.02,0.02
77,"2020-06-07",0.06,0.02,0,0.02,0.05974401580677,0.02,0.02
78,"2020-06-08",0.06,0.02,0,0.02,0.059812966247575,0.02,0.02
79,"2020-06-09",0.06,0.02,0,0.02,0.0597696688143217,0.02,0.02
80,"2020-06-10",0.06,0.01,0,0.01,0.0597725504746768,0.01,0.01
81,"2020-06-11",0.06,0.01,0,0.01,0.0597753581830817,0.01,0.01
82,"2020-06-12",0.06,0.01,0,0.01,0.0597780980836125,0.01,0.01
83,"2020-06-13",0.06,0.01,0,0.01,0.0597807729597169,0.01,0.01
84,"2020-06-14",0.06,0.01,0,0.01,0.0597833796137959,0.01,0.01
85,"2020-06-15",0.06,0.01,0,0.01,0.0597859253202823,0.01,0.01
86,"2020-06-16",0.06,0.01,0,0.01,0.0597884220373883,0.01,0.01
87,"2020-06-17",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0597097125486283,0.00588235294117647,0.00588235294117647
88,"2020-06-18",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0596327980228442,0.00588235294117647,0.00588235294117647
89,"2020-06-19",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0595576165026114,0.00588235294117647,0.00588235294117647
90,"2020-06-20",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0594840944465208,0.00588235294117647,0.00588235294117647
91,"2020-06-21",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0594121985599029,0.00578453570604855,0.00578453570604855
92,"2020-06-22",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0593418547788368,0.00591497547202955,0.00591497547202955
93,"2020-06-23",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0592730318300868,0.00587910039093943,0.00587910039093943
94,"2020-06-24",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0592056732272183,0.00588181519911917,0.00588181519911917
95,"2020-06-25",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0591397321838725,0.00588169482472193,0.00588169482472193
96,"2020-06-26",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0590751644340009,0.00588145542458414,0.00588145542458414
97,"2020-06-27",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0590119276387649,0.00588187138329874,0.00588187138329874
98,"2020-06-28",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0589499811995255,0.00587942183968466,0.00587942183968466
99,"2020-06-29",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0588892818116789,0.00587929228641021,0.00587929228641021
100,"2020-06-30",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0588298062868658,0.00588104220487421,0.00588104220487421
101,"2020-07-01",0.0529411764705882,0.00588235294117647,0,0.00588235294117647,0.0587714967870449,0.00588259876331761,0.00588259876331761
102,"2020-07-02",0.05,0,0,0,0.0586855023131291,0.00265497628660003,0.00265497628660003
103,"2020-07-03",0.05,0,0,0,0.0586011779718017,0.000608678869674633,0.000608678869674633
104,"2020-07-04",0.05,0,0,0,0.0585184753663101,1.53906505511507e-06,1.53906505511507e-06
105,"2020-07-05",0.05,0,0,0,0.058437347940688,5.12741685361052e-05,5.12741685361052e-05
106,"2020-07-06",0.0428571428571429,0,0,0,0.0582903649150712,2.14687871873585e-06,2.14687871873585e-06
107,"2020-07-07",0.0428571428571429,0,0,0,0.0581461286802677,1.497265185206e-12,1.497265185206e-12
108,"2020-07-08",0.0428571428571429,0,0,0,0.0580045636377972,1.59005280403436e-06,1.59005280403436e-06
