"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-23,"DE","DENW",17865000,0,0,0,0
2020-03-24,"DE","DENW",17865000,0,NA,NA,NA
2020-03-25,"DE","DENW",17865000,0.00961538461538462,NA,NA,NA
2020-03-26,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-03-27,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-03-28,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-03-29,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-03-30,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-03-31,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-01,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-02,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-03,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-04,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-05,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-06,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-07,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-08,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-09,"DE","DENW",17865000,0.0161507402422611,NA,NA,NA
2020-04-10,"DE","DENW",17865000,0.0142348754448399,NA,NA,NA
2020-04-11,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-12,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-13,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-14,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-15,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-16,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-17,"DE","DENW",17865000,0.0127253446447508,NA,NA,NA
2020-04-18,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-19,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-20,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-21,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-22,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-23,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-24,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-25,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-26,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-27,"DE","DENW",17865000,0.0126582278481013,NA,NA,NA
2020-04-28,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-04-29,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-04-30,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-01,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-02,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-03,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-04,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-05,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-06,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-07,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-08,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-09,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-10,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-11,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-12,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-13,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-14,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-15,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-16,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-17,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-18,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-19,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-20,"DE","DENW",17865000,0.0122699386503067,NA,NA,NA
2020-05-21,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-22,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-23,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-24,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-25,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-26,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-27,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-28,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-29,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-30,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-05-31,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-06-01,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-06-02,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-06-03,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-06-04,"DE","DENW",17865000,0.0142131979695431,NA,NA,NA
2020-06-05,"DE","DENW",17865000,0.0129032258064516,NA,NA,NA
2020-06-06,"DE","DENW",17865000,0.0158590308370044,NA,NA,NA
2020-06-07,"DE","DENW",17865000,0.0158590308370044,NA,NA,NA
2020-06-08,"DE","DENW",17865000,0.0155844155844156,NA,NA,NA
2020-06-09,"DE","DENW",17865000,0.0177664974619289,NA,NA,NA
2020-06-10,"DE","DENW",17865000,0.0174708818635607,NA,NA,NA
