"X","date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick","p_cases_past_smooth","p_cases_recent_past_smooth","p_cases_stillsick_past_smooth"
1,"2020-03-22",0,0,0,0,0,0,0
2,"2020-03-23",0,0,0,0,0,0,0
3,"2020-03-24",0.00181818181818182,0,0,0,0.00181818181818182,0,0
4,"2020-03-25",0.00181818181818182,0,0,0,0.00181818181818182,0,0
5,"2020-03-26",0.00181818181818182,0,0,0,0.00181818181818182,0,0
6,"2020-03-27",0.00181818181818182,0,0,0,0.00181818181818182,0,0
7,"2020-03-28",0.00350877192982456,0,0,0,0.00350877192982456,0,0
8,"2020-03-29",0.00350877192982456,0,0,0,0.00350877192982456,0,0
9,"2020-03-30",0.00350877192982456,0,0,0,0.00350877192982456,0,0
10,"2020-03-31",0.00350877192982456,0,0,0,0.00350877192982456,0,0
11,"2020-04-01",0.0032258064516129,0,0,0,0.0032258064516129,0,0
12,"2020-04-02",0.00297397769516729,0,0,0,0.00297397769516729,0,0
13,"2020-04-03",0.00297397769516729,0,0,0,0.00297397769516729,0,0
14,"2020-04-04",0.00297397769516729,0,0,0,0.00297397769516729,0,0
15,"2020-04-05",0.00297397769516729,0,0,0,0.00297397769516729,0,0
16,"2020-04-06",0.00297397769516729,0,0,0,0.00297397769516729,0,0
17,"2020-04-07",0.00267558528428094,0,0,0,0.00267558528428094,0,0
18,"2020-04-08",0.00250783699059561,0,0,0,0.0031515040950223,0,0
19,"2020-04-09",0.00309119010819165,0,0,0,0.00317928973277758,0,0
20,"2020-04-10",0.00360576923076923,0,0,0,0.00331262061233314,0,0
21,"2020-04-11",0.00360576923076923,0,0,0,0.00342363694126896,0,0
22,"2020-04-12",0.00352112676056338,0,0,0,0.00349726829996638,0,0
23,"2020-04-13",0.00391236306729264,0,0,0,0.00363796299810134,0,0
24,"2020-04-14",0.00377216144851,0,0,0,0.00372716300574446,0,0
25,"2020-04-15",0.00377216144851,0,0,0,0.00380070294667675,0,0
26,"2020-04-16",0.00384467512495194,0,0,0,0.00387512130762116,0,0
27,"2020-04-17",0.00384467512495194,0,0,0,0.0039368431999338,0,0
28,"2020-04-18",0.00384467512495194,0,0,0,0.00398806480442839,0,0
29,"2020-04-19",0.00377216144851,0,0,0,0.00401811757586578,0,0
30,"2020-04-20",0.00377216144851,0,0,0,0.00404283217859634,0,0
31,"2020-04-21",0.00377216144851,0,0,0,0.00406316228580712,0,0
32,"2020-04-22",0.00377216144851,0,0,0,0.00407987371003988,0,0
33,"2020-04-23",0.00377216144851,0,0,0,0.00409351583325919,0,0
34,"2020-04-24",0.00377216144851,0,0,0,0.00410469231821637,0,0
35,"2020-04-25",0.00377216144851,0,0,0,0.00411382877838959,0,0
36,"2020-04-26",0.00377216144851,0,0,0,0.00412120570010158,0,0
37,"2020-04-27",0.00377216144851,0,0,0,0.00412714815051691,0,0
38,"2020-04-28",0.00377216144851,0,0,0,0.00413177002304311,0,0
39,"2020-04-29",0.00377216144851,0,0,0,0.00413532662355816,0,0
40,"2020-04-30",0.00659099231050897,0,0,0,0.00448951042796281,0,0
41,"2020-05-01",0.00659099231050897,0,0,0,0.00482827569947365,0,0
42,"2020-05-02",0.00659099231050897,0,0,0,0.00514625650204338,0,0
43,"2020-05-03",0.00659099231050897,0,0,0,0.00546115573647224,0,0
44,"2020-05-04",0.00659099231050897,0,0,0,0.00572497109209042,0,0
45,"2020-05-05",0.00659099231050897,0,0,0,0.00597292244382172,0,0
46,"2020-05-06",0.00651937703730532,0,0,0,0.00618960679171034,0,0
47,"2020-05-07",0.00644930132568972,0,0,0,0.00632992248932764,0,0
48,"2020-05-08",0.00644930132568972,0,0,0,0.00666579445064312,0,0
49,"2020-05-09",0.00644930132568972,0,0,0,0.00663845019490219,0,0
50,"2020-05-10",0.00644930132568972,0,0,0,0.00674934720043814,0,0
51,"2020-05-11",0.0064034151547492,0,0,0,0.00684356607522455,0,0
52,"2020-05-12",0.0064034151547492,0,0,0,0.0069267609679988,0,0
53,"2020-05-13",0.0064034151547492,0,0,0,0.00700031089179615,0,0
54,"2020-05-14",0.0064034151547492,0,0,0,0.00706523649336745,0,0
55,"2020-05-15",0.0064034151547492,0,0,0,0.00711398375176776,0,0
56,"2020-05-16",0.0064034151547492,0,0,0,0.00716982639105434,0,0
57,"2020-05-17",0.0064034151547492,0,0,0,0.00721577575388065,0,0
58,"2020-05-18",0.0064034151547492,0,0,0,0.00725635054928916,0,0
59,"2020-05-19",0.0064034151547492,0,0,0,0.0072917498872605,0,0
60,"2020-05-20",0.0064034151547492,0,0,0,0.00732364938826513,0,0
61,"2020-05-21",0.0064034151547492,0,0,0,0.00735303568320235,0,0
62,"2020-05-22",0.0064034151547492,0,0,0,0.00738095608670226,0,0
63,"2020-05-23",0.0064034151547492,0,0,0,0.00740818987677687,0,0
64,"2020-05-24",0.0064034151547492,0,0,0,0.00743166168458133,0,0
65,"2020-05-25",0.0064034151547492,0,0,0,0.0074498393809054,0,0
66,"2020-05-26",0.0064034151547492,0,0,0,0.00746687844730187,0,0
67,"2020-05-27",0.0064034151547492,0,0,0,0.00748296345032363,0,0
68,"2020-05-28",0.0064034151547492,0,0,0,0.00749797443085993,0,0
69,"2020-05-29",0.0064034151547492,0,0,0,0.00751164208933263,0,0
70,"2020-05-30",0.0064034151547492,0,0,0,0.00749156391516517,0,0
71,"2020-05-31",0.0064034151547492,0,0,0,0.00750033166561798,0,0
72,"2020-06-01",0.0064034151547492,0,0,0,0.00750993102749017,0,0
73,"2020-06-02",0.0064034151547492,0,0,0,0.00751608174960984,0,0
74,"2020-06-03",0.0064034151547492,0,0,0,0.00752176003033686,0,0
75,"2020-06-04",0.0064034151547492,0,0,0,0.00752709912112446,0,0
76,"2020-06-05",0.0064034151547492,0,0,0,0.00753234509364979,0,0
77,"2020-06-06",0.0064034151547492,0,0,0,0.0075378849551022,0,0
78,"2020-06-07",0.0064034151547492,0,0,0,0.00754113523218551,0,0
79,"2020-06-08",0.0064034151547492,0,0,0,0.00754805483190124,0,0
