"date","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-19,0.0205116386264116,0,0,0
2020-03-20,0.0257131378063479,0,0,0
2020-03-21,0.0385026737967914,0,0,0
2020-03-22,0.0329057445621863,0,0,0
2020-03-23,0.0329057445621863,0,0,0
2020-03-24,0.038961038961039,0,0,0
2020-03-25,0.0378031383737518,0,0,0
2020-03-26,0.0364730878186969,0,0,0
2020-03-27,0.0407354001441961,0,0,0
2020-03-28,0.0465817694369973,0,0,0
2020-03-29,0.0468384074941452,0,0,0
2020-03-30,0.0529801324503311,0,0,0
2020-03-31,0.0659951372004168,0,0,0
2020-04-01,0.0681431005110733,0,0,0
2020-04-02,0.063728813559322,0,0,0
2020-04-03,0.06957928802589,0,0,0
2020-04-04,0.0696319018404908,0,0,0
2020-04-05,0.0759493670886076,0,0,0
2020-04-06,0.0705737956428352,0,0,0
2020-04-07,0.0687929956222639,0,0,0
2020-04-08,0.0574823378291586,0,0,0
2020-04-09,0.0542049934296978,0,0,0
2020-04-10,0.0507563025210084,0,0,0
2020-04-11,0.0510529674537333,0,0,0
2020-04-12,0.0731859233883525,0,0,0
2020-04-13,0.0772626931567329,0,0,0
2020-04-14,0.0727981800454989,0,0,0
2020-04-15,0.0788160957765214,0,0,0
2020-04-16,0.0699325523606674,0,0,0
2020-04-17,0.0773462783171521,0,0,0
2020-04-18,0.0790849673202614,0,0,0
2020-04-19,0.09248,0,0,0
2020-04-20,0.0867175572519084,0,0,0
2020-04-21,0.0905263157894737,0,0,0
2020-04-22,0.0880575539568345,0,0,0
2020-04-23,0.08928046989721,0,0,0
2020-04-24,0.0901525658807212,0,0,0
2020-04-25,0.0879150066401062,0,0,0
2020-04-26,0.0911877394636015,0,0,0
2020-04-27,0.0891113892365457,0,0,0
2020-04-28,0.0863459037711313,0,0,0
2020-04-29,0.0856780735107731,0,0,0
2020-04-30,0.0840543881334982,0,0,0
2020-05-01,0.0813477737665463,0,0,0
2020-05-02,0.0819830713422007,0,0,0
2020-05-03,0.0785798816568047,0,0,0
2020-05-04,0.0754022988505747,0,0,0
2020-05-05,0.0754022988505747,0,0,0
2020-05-06,0.0754022988505747,0,0,0
2020-05-07,0.0806818181818182,0.025,0,0.004
2020-05-08,0.0806818181818182,0.025,0,0.004
2020-05-09,0.0806818181818182,0.025,0,0.004
2020-05-10,0.0806818181818182,0.025,0,0.004
2020-05-11,0.0841363102232667,0.018018018018018,0,0.00305343511450382
2020-05-12,0.0859504132231405,0.016260162601626,0,0.0027972027972028
2020-05-13,0.0859504132231405,0.016260162601626,0,0.0027972027972028
2020-05-14,0.0849640822392866,0.0130378096479791,0,0.00230680507497117
2020-05-15,0.0835272821308508,0.0116686114352392,0,0.00731452455590387
2020-05-16,0.0835272821308508,0.0116686114352392,0,0.00731452455590387
2020-05-17,0.0835272821308508,0.0116686114352392,0,0.00731452455590387
2020-05-18,0.0835272821308508,0.0116686114352392,0,0.00731452455590387
2020-05-19,0.0835272821308508,0.0116686114352392,0,0.00731452455590387
2020-05-20,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-21,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-22,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-23,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-24,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-25,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-26,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-27,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-28,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-29,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-30,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-05-31,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-06-01,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-06-02,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-06-03,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-06-04,0.0849086831143864,0.0116144018583043,0,0.0072840790842872
2020-06-05,0.0844386929796182,0.0104058272632674,0,0.00659754948162111
2020-06-06,0.0844386929796182,0.0104058272632674,0,0.00659754948162111
2020-06-07,0.0844386929796182,0.0104058272632674,0,0.00659754948162111
2020-06-08,0.0844386929796182,0.0104058272632674,0,0.00659754948162111
2020-06-09,0.0792502466293982,0.00942507068803016,0,0.00689061154177433
2020-06-10,0.0792502466293982,0.00942507068803016,0,0.00689061154177433
2020-06-11,0.0792502466293982,0.00942507068803016,0,0.00689061154177433
2020-06-12,0.0792502466293982,0.00942507068803016,0,0.00689061154177433
2020-06-13,0.0792502466293982,0.00942507068803016,0,0.00689061154177433
