"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","fatalities_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","fatalities_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","fatalities_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","fatalities_p_w_provs","fatalities_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","fatalities_p_w_regs_only","fatalities_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","fatalities_p_w_regs_rhs","fatalities_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","fatalities_p_w_regs","fatalities_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESAL",716820,0,0,0,0,0,0,0,0,20,1,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESCO",782979,0,0,0,0,0,0,0,0,0,0,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESGR",914678,0.129770992366412,0.108695652173913,0.0229007633587786,0.025,0.0198019801980198,0.00966183574879227,0.0458015267175573,0.0452898550724638,131,4,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESH",521870,0,0,0,0,0,0,0,0,52,2,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESCA",1240155,0,0,0,0,0,0,0,0,0,0,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESJ",633564,0.155555555555556,0.155555555555556,0.0111111111111111,0.0111111111111111,0,0,0.0111111111111111,0.0111111111111111,90,1,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESMA",1661785,0.133333333333333,0.133333333333333,0,0,0,0,0,0,45,1,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAN","ESSE",1942389,0,0,0,0,0,0,0,0,85,3,8414240,0,0,0,0,0,0,0,0,0,0,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771,423,423,0.0521525895492711,0.049861574553669,0.00332607869843039,0.00355427822358288,0.00215259318055634,0.00105029908809754,0.00581552806373028,0.00575990630858771
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAR","ESTE",134137,0,0,0,0,0,0,0,0,0,0,1319291,0,0,0,0,0,0,0,0,0,0,0.0283969236697914,0.0316012083222596,0,0,0,0,0,0,103,103,0.0283969236697914,0.0316012083222596,0,0,0,0,0,0
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAR","ESHU",220461,0,0,0,0,0,0,0,0,0,0,1319291,0,0,0,0,0,0,0,0,0,0,0.0283969236697914,0.0316012083222596,0,0,0,0,0,0,103,103,0.0283969236697914,0.0316012083222596,0,0,0,0,0,0
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAR","ESZ",964693,0.0388349514563107,0.0432170542635659,0,0,0,0,0,0,103,2,1319291,0,0,0,0,0,0,0,0,0,0,0.0283969236697914,0.0316012083222596,0,0,0,0,0,0,103,103,0.0283969236697914,0.0316012083222596,0,0,0,0,0,0
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESAS","ESO",1022800,0.05,0.0813333333333333,0,0,0,0,0.00714285714285714,0.0133333333333333,140,5,1022800,0,0,0,0,0,0,0,0,0,0,0.05,0.0813333333333333,0,0,0,0,0.00714285714285714,0.0133333333333333,140,140,0.05,0.0813333333333333,0,0,0,0,0.00714285714285714,0.0133333333333333
"ES",2020-10-14,47026208,0.0451612903225806,0,0.00175438596491228,0.0032258064516129,620,6,0.0469693195632772,866,0.00376486518179269,0.00389861252218274,0.00842657404642286,866,0.0462149601223405,0.00219406005883746,0.00300398233005105,0.00625667101224912,"ESCB","ESS",581078,0.04,0.04,0,0,0,0,0,0,50,1,581078,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,0,50,50,0.04,0.04,0,0,0,0,0,0
