"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESAR","ESZ",964693,0.0388349514563107,0.0432170542635659,0,0,103,2,1319291,0.05,0.05,0,0,80,1,0.0283969236697914,0.0316012083222596,0,0,103,103,0.0378408914644181,0.0396443959409439,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESAS","ESO",1022800,0.0428571428571429,0.0805555555555555,0,0,280,6,1022800,0,0,0,0,0,0,0.0428571428571429,0.0805555555555555,0,0,280,280,0.0428571428571429,0.0805555555555555,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCB","ESS",581078,0.062962962962963,0.131111111111111,0,0,270,3,581078,0,0,0,0,0,0,0.062962962962963,0.131111111111111,0,0,270,270,0.062962962962963,0.131111111111111,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCE","ESCE",84777,0,0,0,0,0,0,84777,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESAV",157640,0,0,0,0,0,0,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESLE",460001,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,30,1,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESP",160980,0,0,0,0,0,0,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESSG",153129,0,0,0,0,0,0,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESSA",330119,0,0,0,0,25,1,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESZA",172539,0,0,0,0,0,0,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESVA",519546,0.025,0.02,0,0,80,2,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESBU",356958,0,0,0,0,0,0,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCL","ESSO",88636,0,0,0,0,0,0,2399548,0.0638888888888889,0.0802857142857143,0,0,360,5,0.0181931694357993,0.0171105780477545,0.0127802124955756,0.0127802124955756,135,135,0.0514264199471372,0.0630561316753616,0.00348551249879333,0.00348551249879333
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCM","ESCU",196329,0,0,0,0,0,0,2032863,0.1,0.1,0,0,10,1,0.0551427530532062,0.0548763199538072,0,0,630,630,0.0558436475367499,0.055581377454529,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCM","ESTO",694844,0.0496,0.0488205128205128,0,0,625,10,2032863,0.1,0.1,0,0,10,1,0.0551427530532062,0.0548763199538072,0,0,630,630,0.0558436475367499,0.055581377454529,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCM","ESCR",495761,0,0,0,0,0,0,2032863,0.1,0.1,0,0,10,1,0.0551427530532062,0.0548763199538072,0,0,630,630,0.0558436475367499,0.055581377454529,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCM","ESGU",257762,0,0,0,0,0,0,2032863,0.1,0.1,0,0,10,1,0.0551427530532062,0.0548763199538072,0,0,630,630,0.0558436475367499,0.055581377454529,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCM","ESAB",388167,0.2,0.2,0,0,5,1,2032863,0.1,0.1,0,0,10,1,0.0551427530532062,0.0548763199538072,0,0,630,630,0.0558436475367499,0.055581377454529,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCN","ESTF",1032983,0.0714285714285714,0.0714285714285714,0,0,14,1,2153389,0.0769230769230769,0.121196581196581,0,0,78,3,0.0389943522006052,0.0368658565637699,0.0047299903040784,0.00260149466724312,124,124,0.0536400973904705,0.0694292056794099,0.00290355840448377,0.00159695712246607
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCN","ESGC",1120406,0.00909090909090909,0.005,0.00909090909090909,0.005,110,2,2153389,0.0769230769230769,0.121196581196581,0,0,78,3,0.0389943522006052,0.0368658565637699,0.0047299903040784,0.00260149466724312,124,124,0.0536400973904705,0.0694292056794099,0.00290355840448377,0.00159695712246607
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCT","ESB",5664579,0.0367965367965368,0.0704166666666667,0,0,462,10,7675217,0.0308219178082192,0.0381847545219638,0,0,292,8,0.0271571330960922,0.0519699666146247,0,0,462,462,0.0285763865920353,0.0466313964142839,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCT","ESL",434930,0,0,0,0,0,0,7675217,0.0308219178082192,0.0381847545219638,0,0,292,8,0.0271571330960922,0.0519699666146247,0,0,462,462,0.0285763865920353,0.0466313964142839,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCT","EST",804664,0,0,0,0,0,0,7675217,0.0308219178082192,0.0381847545219638,0,0,292,8,0.0271571330960922,0.0519699666146247,0,0,462,462,0.0285763865920353,0.0466313964142839,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESCT","ESGI",771044,0,0,0,0,0,0,7675217,0.0308219178082192,0.0381847545219638,0,0,292,8,0.0271571330960922,0.0519699666146247,0,0,462,462,0.0285763865920353,0.0466313964142839,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESEX","ESCC",394151,0,0,0,0,0,0,1067710,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESEX","ESBA",673559,0,0,0,0,0,0,1067710,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESGA","ESLU",329587,0.025,0.025,0,0,40,1,2699499,0.03,0.03,0,0,200,2,0.0860007264310896,0.0860007264310896,0,0,240,240,0.0605458507805943,0.0605458507805943,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESGA","ESPO",942665,0,0,0,0,180,2,2699499,0.03,0.03,0,0,200,2,0.0860007264310896,0.0860007264310896,0,0,240,240,0.0605458507805943,0.0605458507805943,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESGA","ESC",1119596,0.2,0.2,0,0,20,1,2699499,0.03,0.03,0,0,200,2,0.0860007264310896,0.0860007264310896,0,0,240,240,0.0605458507805943,0.0605458507805943,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESGA","ESOR",307651,0,0,0,0,0,0,2699499,0.03,0.03,0,0,200,2,0.0860007264310896,0.0860007264310896,0,0,240,240,0.0605458507805943,0.0605458507805943,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESIB","ESPM",1149460,0.025,0.0288888888888889,0,0,160,3,1149460,0,0,0,0,0,0,0.025,0.0288888888888889,0,0,160,160,0.025,0.0288888888888889,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESMC","ESMU",1493898,0.1,0.108333333333333,0,0,50,2,1493898,0,0,0,0,0,0,0.1,0.108333333333333,0,0,50,50,0.1,0.108333333333333,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESMD","ESM",6663394,0.105392156862745,0.103245888053041,0.00796019900497512,0.0138859602456836,2040,30,6663394,0,0,0,0,0,0,0.105392156862745,0.103245888053041,0.00796019900497512,0.0138859602456836,2040,2040,0.105392156862745,0.103245888053041,0.00796019900497512,0.0138859602456836
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESML","ESML",86487,0,0,0,0,0,0,86487,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESNC","ESNA",654214,0.0229357798165138,0.0326666666666667,0,0,218,5,654214,0,0,0,0,0,0,0.0229357798165138,0.0326666666666667,0,0,218,218,0.0229357798165138,0.0326666666666667,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESPV","ESSS",723576,0.0352941176470588,0.0366666666666667,0.0117647058823529,0.02,85,2,2207776,0.0411764705882353,0.0475,0.010752688172043,0.00777777777777778,510,8,0.0545767358608254,0.0646465386965815,0.0158028314071601,0.0140131801673462,522,522,0.047954511743557,0.0561729585267593,0.0133071210874801,0.0109317313120362
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESPV","ESVI",331549,0,0,0,0,0,0,2207776,0.0411764705882353,0.0475,0.010752688172043,0.00777777777777778,510,8,0.0545767358608254,0.0646465386965815,0.0158028314071601,0.0140131801673462,522,522,0.047954511743557,0.0561729585267593,0.0133071210874801,0.0109317313120362
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESPV","ESBI",1152651,0.0823798627002288,0.100805843761367,0.022883295194508,0.0142857142857143,437,7,2207776,0.0411764705882353,0.0475,0.010752688172043,0.00777777777777778,510,8,0.0545767358608254,0.0646465386965815,0.0158028314071601,0.0140131801673462,522,522,0.047954511743557,0.0561729585267593,0.0133071210874801,0.0109317313120362
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESRI","ESLO",316798,0.0789022298456261,0.124675324675325,0.0205831903945112,0.0331168831168831,583,11,316798,0,0,0,0,0,0,0.0789022298456261,0.124675324675325,0.0205831903945112,0.0331168831168831,583,583,0.0789022298456261,0.124675324675325,0.0205831903945112,0.0331168831168831
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESVC","ESA",1858683,0,0,0,0,254,3,5003769,0.00863309352517986,0.00763975155279503,0,0,695,7,0.0202756697737922,0.0205126267709899,0,0,1756,1756,0.0169743272634758,0.016862423475745,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESVC","ESCS",579962,0.127272727272727,0.116666666666667,0,0,110,2,5003769,0.00863309352517986,0.00763975155279503,0,0,695,7,0.0202756697737922,0.0205126267709899,0,0,1756,1756,0.0169743272634758,0.016862423475745,0,0
"ES",2020-09-05,47026208,0.0788461538461538,0,520,6,0.0479973786940184,2558,0.00258013714741293,2558,0.0532089976281024,0.00214424653121582,"ESVC","ESV",2565124,0.0107758620689655,0.0136360708534622,0,0,1392,15,5003769,0.00863309352517986,0.00763975155279503,0,0,695,7,0.0202756697737922,0.0205126267709899,0,0,1756,1756,0.0169743272634758,0.016862423475745,0,0
