"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","fatalities_p_w_country_only","stillsick_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","fatalities_p_w_country_rhs","stillsick_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","fatalities_p_w_country","stillsick_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","fatalities_p_w_provs","fatalities_p_m_provs","stillsick_p_w_provs","stillsick_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","fatalities_p_w_regs_only","fatalities_p_m_regs_only","stillsick_p_w_regs_only","stillsick_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","fatalities_p_w_regs_rhs","fatalities_p_m_regs_rhs","stillsick_p_w_regs_rhs","stillsick_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs","fatalities_p_w_regs","fatalities_p_m_regs","stillsick_p_w_regs","stillsick_p_m_regs"
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESAL",716820,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESCO",782979,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESGR",914678,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESH",521870,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESCA",1240155,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESJ",633564,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESMA",1661785,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAN","ESSE",1942389,0,0,0,0,0,0,0,0,0,0,8414240,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA,2485,30,0,0,0,0,0,0,0,0,0,0,0.0241448692152917,0.0315555555555556,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAR","ESTE",134137,0,0,0,0,0,0,0,0,0,0,1319291,0.0198412698412698,0.0268466139054374,NA,NA,NA,NA,NA,NA,1260,17,0,0,0,0,0,0,0,0,0,0,0.0198412698412698,0.0268466139054374,NA,NA,NA,NA,NA,NA
"ES",2020-03-29,47026208,0.0468384074941452,NA,NA,NA,2989,30,0.0441596345803147,0,0,0,0,0,0.0468384074941452,0,0,0,"ESAR","ESHU",220461,0,0,0,0,0,0,0,0,0,0,1319291,0.0198412698412698,0.0268466139054374,NA,NA,NA,NA,NA,NA,1260,17,0,0,0,0,0,0,0,0,0,0,0.0198412698412698,0.0268466139054374,NA,NA,NA,NA,NA,NA
