"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-23,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-24,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-25,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-26,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-27,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-28,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-29,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-30,"IT","IT72",5801692,NA,NA,NA,NA
2020-03-31,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-01,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-02,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-03,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-04,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-05,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-06,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-07,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-08,"IT","IT72",5801692,NA,NA,NA,NA
2020-04-09,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-10,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-11,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-12,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-13,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-14,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-15,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-16,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-17,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-18,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-19,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-20,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-21,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-22,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-23,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-24,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-25,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-26,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-27,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-28,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-29,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-04-30,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-01,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-02,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-03,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-04,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-05,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-06,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-07,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-08,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-09,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-10,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-11,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-12,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
2020-05-13,"IT","IT72",5801692,0.0666666666666667,NA,NA,NA
