"countrycode","date","population_country","p_w_country_only","recent_p_w_country_only","sumreach_country","n_obs_country","p_w_country_rhs","sumreach_country_rhs","recent_p_w_country_rhs","recent_sumreach_country_rhs","p_w_country","recent_p_w_country","regioncode","provincecode","population","p_w_provs","p_m_provs","recent_p_w_provs","recent_p_m_provs","sumreach_provs","n_obs_provs","population_region","p_w_regs_only","p_m_regs_only","recent_p_w_regs_only","recent_p_m_regs_only","sumreach_regs","n_obs_regs","p_w_regs_rhs","p_m_regs_rhs","recent_p_w_regs_rhs","recent_p_m_regs_rhs","sumreach_regs_rhs1","sumreach_regs_rhs2","p_w_regs","p_m_regs","recent_p_w_regs","recent_p_m_regs"
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITAL",421284,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITVC",170911,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITAT",214638,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITTO",2259523,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITCN",587089,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITVB",158349,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITNO",369018,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT21","ITBI",175585,0,0,0,0,0,0,4356397,0.0121951219512195,0.027962962962963,NA,NA,820,9,0,0,0,0,0,0,0.0121951219512195,0.027962962962963,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT23","ITAO",125666,0,0,0,0,0,0,125666,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITBS",1265954,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITBG",1114590,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITPV",545888,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITCO",599204,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITCR",358955,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITMI",3250315,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
"IT",2020-05-30,60453010,0.0294771968854283,NA,1798,30,0.0285505820214538,9774,0,0,0.0286945548459808,0,"IT25","ITVA",890768,0,0,0,0,0,0,10060574,0.0602094240837696,0.0573927875243665,NA,NA,2292,30,0,0,0,0,0,0,0.0602094240837696,0.0573927875243665,NA,NA
