"date","country","region","population","p_cases","p_cases_recent","p_cases_fatalities","p_cases_stillsick"
2020-03-22,"FR","FR69",1756069,0,0,0,0
2020-03-23,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-24,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-25,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-26,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-27,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-28,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-29,"FR","FR69",1756069,0.0166666666666667,NA,NA,NA
2020-03-30,"FR","FR69",1756069,0.0111111111111111,NA,NA,NA
2020-03-31,"FR","FR69",1756069,0.0111111111111111,NA,NA,NA
2020-04-01,"FR","FR69",1756069,0.0111111111111111,NA,NA,NA
2020-04-02,"FR","FR69",1756069,0.0111111111111111,NA,NA,NA
2020-04-03,"FR","FR69",1756069,0.00975609756097561,NA,NA,NA
2020-04-04,"FR","FR69",1756069,0.00975609756097561,NA,NA,NA
2020-04-05,"FR","FR69",1756069,0.00975609756097561,NA,NA,NA
2020-04-06,"FR","FR69",1756069,0.00816326530612245,NA,NA,NA
2020-04-07,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-08,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-09,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-10,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-11,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-12,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-13,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-14,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-15,"FR","FR69",1756069,0.00869565217391304,NA,NA,NA
2020-04-16,"FR","FR69",1756069,0.0193548387096774,NA,NA,NA
2020-04-17,"FR","FR69",1756069,0.0193548387096774,NA,NA,NA
2020-04-18,"FR","FR69",1756069,0.0193548387096774,NA,NA,NA
2020-04-19,"FR","FR69",1756069,0.0193548387096774,NA,NA,NA
2020-04-20,"FR","FR69",1756069,0.0232558139534884,NA,NA,NA
2020-04-21,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-22,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-23,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-24,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-25,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-26,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-27,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-28,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-29,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-04-30,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-01,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-02,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-03,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-04,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-05,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-06,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-07,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-08,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-09,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-10,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-11,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-12,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-13,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-14,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-15,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-16,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-17,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-18,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-19,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-20,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-21,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-22,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-23,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-24,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-25,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
2020-05-26,"FR","FR69",1756069,0.0244604316546763,NA,NA,NA
